"CITY","NAME","REVIEW"
"Queenstown","stunning-1-bedroom-studio-apartment","/reviews/nz/hotel/stunning-1-bedroom-studio-apartment.en-gb.html"
"Queenstown","kingsgate-terraces","/reviews/nz/hotel/kingsgate-terraces.en-gb.html"
"Queenstown","amity-lodge-motel","/reviews/nz/hotel/amity-lodge-motel.en-gb.html"
"Queenstown","coronet-peak","/reviews/nz/hotel/coronet-peak.en-gb.html"
"Queenstown","holiday-inn-queenstown-remarkables-park","/reviews/nz/hotel/holiday-inn-queenstown-remarkables-park.en-gb.html"
"Queenstown","ramada-queenstown-central","/reviews/nz/hotel/ramada-queenstown-central.en-gb.html"
"Queenstown","central-ridge-boutique","/reviews/nz/hotel/central-ridge-boutique.en-gb.html"
"Lower Hutt","the-sebel-wellington-lower-hutt","/reviews/nz/hotel/the-sebel-wellington-lower-hutt.en-gb.html"
"Lower Hutt","riddiford-lower-hutt","/reviews/nz/hotel/riddiford-lower-hutt.en-gb.html"
"Lower Hutt","quest-petone","/reviews/nz/hotel/quest-petone.en-gb.html"
"Lower Hutt","capital-lodge-motor-inn","/reviews/nz/hotel/capital-lodge-motor-inn.en-gb.html"
"Lower Hutt","bolton","/reviews/nz/hotel/bolton.en-gb.html"
"Lower Hutt","quest-on-johnston","/reviews/nz/hotel/quest-on-johnston.en-gb.html"
"Lower Hutt","rydges-wellington","/reviews/nz/hotel/rydges-wellington.en-gb.html"
"Lower Hutt","oaks-wellington","/reviews/nz/hotel/oaks-wellington.en-gb.html"
"Lower Hutt","proximity-wellington-thorndon","/reviews/nz/hotel/proximity-wellington-thorndon.en-gb.html"
"Lower Hutt","thorndon-wellington","/reviews/nz/hotel/thorndon-wellington.en-gb.html"
"Lower Hutt","quest-on-lambton-serviced-apartments","/reviews/nz/hotel/quest-on-lambton-serviced-apartments.en-gb.html"
"Lower Hutt","stratford-on-willis-apartment","/reviews/nz/hotel/stratford-on-willis-apartment.en-gb.html"
"Lower Hutt","quest-on-thorndon-wellington","/reviews/nz/hotel/quest-on-thorndon-wellington.en-gb.html"
"Lower Hutt","boulcott-suites","/reviews/nz/hotel/boulcott-suites.en-gb.html"
"Lower Hutt","trinity-the-just","/reviews/nz/hotel/trinity-the-just.en-gb.html"
"Lower Hutt","room-courtenay-place","/reviews/nz/hotel/room-courtenay-place.en-gb.html"
"Lower Hutt","museum-art","/reviews/nz/hotel/museum-art.en-gb.html"
"Lower Hutt","west-plaza","/reviews/nz/hotel/west-plaza.en-gb.html"
"Lower Hutt","museum","/reviews/nz/hotel/museum.en-gb.html"
"Lower Hutt","travelodge-wellington","/reviews/nz/hotel/travelodge-wellington.en-gb.html"
"Lower Hutt","gilmer","/reviews/nz/hotel/gilmer.en-gb.html"
"Lower Hutt","willis-village","/reviews/nz/hotel/willis-village.en-gb.html"
"Lower Hutt","copthorne-oriental-bay","/reviews/nz/hotel/copthorne-oriental-bay.en-gb.html"
"Lower Hutt","capital-wellington","/reviews/nz/hotel/capital-wellington.en-gb.html"
"Lower Hutt","james-cook-grand-chancellor","/reviews/nz/hotel/james-cook-grand-chancellor.en-gb.html"
"Lower Hutt","quest-256-lambton","/reviews/nz/hotel/quest-256-lambton.en-gb.html"
